,Athlete_ID_x,Opponent_ID,Fight_Date,Fight_Result,Delta_Time,Wins_x,Losses_x,Significant_Strikes_Ratio_x,Takedowns_Ratio_x,Fighting_Category_x,Age_x,Height_x,Weight_x,Reach_x,Athlete_ID_y,Wins_y,Losses_y,Significant_Strikes_Ratio_y,Takedowns_Ratio_y,Fighting_Category_y,Age_y,Height_y,Weight_y,Reach_y
119,aj-cunningham,rutohito-kurain,2024-02-03,0,1.0,11,4,0.2916666666666667,0.0,Striking,28.0,70.0,155.5,71.0,rutohito-kurain,23,4,0.5458768873403019,0.14814814814814814,Striking,28.0,67.0,169.8,72.5
120,aj-dobson,armen-petrosyan,2022-10-22,0,3.0,7,3,0.462,0.0,Striking,28.0,73.0,185.0,76.0,armen-petrosyan,9,4,0.5298087739032621,0.0,Striking,31.0,75.0,186.0,71.0
121,aj-dobson,etomen-shiyahashian,2024-03-23,0,1.0,7,3,0.462,0.0,Striking,30.0,73.0,185.0,76.0,etomen-shiyahashian,13,5,0.5059880239520959,0.25806451612903225,Striking,25.0,74.5,197.0,75.0
122,aj-dobson,jacob-malkoun,2022-02-13,0,3.0,7,3,0.462,0.0,Striking,28.0,73.0,185.0,76.0,jacob-malkoun,8,3,0.5610766045548654,0.1917808219178082,Striking,25.0,69.0,198.4,73.0
123,aj-dobson,tafon-nchukwi,2023-12-08,1,1.0,7,3,0.462,0.0,Striking,30.0,73.0,185.0,76.0,tafon-nchukwi,6,4,0.5256869772998806,0.5714285714285714,Grappling,27.0,72.0,189.5,77.0
124,aj-fletcher,ange-loosa,2022-08-20,0,3.0,10,3,0.49544072948328266,0.2857142857142857,Striking,23.0,70.0,183.0,67.0,ange-loosa,10,4,0.44509803921568625,0.0,Striking,28.0,70.0,170.0,74.0
125,aj-fletcher,bryan-battle,2023-09-23,0,2.0,10,3,0.49544072948328266,0.2857142857142857,Striking,24.0,70.0,183.0,67.0,bryan-battle,13,2,0.5293333333333333,0.08695652173913043,Striking,28.0,73.0,175.0,77.0
126,aj-fletcher,matthew-semelsberger,2022-12-03,0,3.0,10,3,0.49544072948328266,0.2857142857142857,Striking,23.0,70.0,183.0,67.0,matthew-semelsberger,11,8,0.4296650717703349,0.21428571428571427,Striking,28.0,73.0,171.0,75.0
127,aj-fletcher,themba-gorimbo,2023-02-18,1,2.0,10,3,0.49544072948328266,0.2857142857142857,Striking,24.0,70.0,183.0,67.0,themba-gorimbo,14,5,0.6139705882352942,0.07692307692307693,Striking,31.0,73.0,171.0,77.0
128,akbarh-arreola,francisco-trinaldo,2015-03-21,0,10.0,23,9,0.4532710280373832,0.0,Striking,30.0,70.0,155.0,71.0,francisco-trinaldo,28,9,0.45246636771300447,0.32,Grappling,34.0,69.0,170.0,70.0
129,akbarh-arreola,jake-matthews,2015-11-14,0,10.0,23,9,0.4532710280373832,0.0,Striking,30.0,70.0,155.0,71.0,jake-matthews,20,7,0.44679633867276886,0.29310344827586204,Striking,19.0,71.5,180.0,73.0
130,akbarh-arreola,tiago-trator,2014-07-26,0,11.0,23,9,0.4532710280373832,0.0,Striking,29.0,70.0,155.0,71.0,tiago-trator,20,6,0.3561368209255533,0.0,Striking,25.0,70.0,145.6,70.0
131,akbarh-arreola,yves-edwards,2014-11-22,1,11.0,23,9,0.4532710280373832,0.0,Striking,29.0,70.0,155.0,71.0,yves-edwards,42,22,0.0,0.0,Grappling,35.0,69.0,154.6,73.0
132,akihiro-gono,dan-hardy,2008-10-17,0,17.0,28,14,0.0,0.0,Grappling,31.0,69.0,171.0,0.0,dan-hardy,25,10,0.0,0.0,Grappling,24.0,72.0,169.0,72.0
133,akihiro-gono,jon-fitch,2009-01-31,0,16.0,28,14,0.0,0.0,Grappling,32.0,69.0,171.0,0.0,jon-fitch,27,5,0.0,0.0,Grappling,29.0,72.0,171.0,74.0
134,akihiro-gono,tamdan-mccrory,2007-11-17,1,18.0,28,14,0.0,0.0,Grappling,30.0,69.0,171.0,0.0,tamdan-mccrory,14,5,0.0,0.0,Grappling,18.0,76.0,185.0,78.0
135,akira-corassani,andy-ogle,2012-09-29,1,13.0,14,7,0.4527687296416938,0.0,Striking,27.0,68.0,145.0,67.0,andy-ogle,9,6,0.0,0.0,Grappling,21.0,68.0,146.0,69.0
136,akira-corassani,dustin-poirier,2014-04-16,0,11.0,14,7,0.4527687296416938,0.0,Striking,29.0,68.0,145.0,67.0,dustin-poirier,30,9,0.5066215835446605,0.3116883116883117,Grappling,25.0,69.0,155.0,72.0
137,akira-corassani,max-holloway,2014-04-10,0,11.0,14,7,0.4527687296416938,0.0,Striking,29.0,68.0,145.0,67.0,max-holloway,26,8,0.47834509478345094,0.26666666666666666,Striking,21.0,71.0,145.0,69.0
138,akira-corassani,maximo-blanco,2013-01-12,1,12.0,14,7,0.4527687296416938,0.0,Striking,28.0,68.0,145.0,67.0,maximo-blanco,12,8,0.4420289855072464,0.0,Striking,27.0,68.0,145.5,71.0
139,akira-corassani,robbie-peralta,2013-06-04,1,12.0,14,7,0.4527687296416938,0.0,Striking,28.0,68.0,145.0,67.0,robbie-peralta,18,6,0.4469078179696616,0.0,Striking,25.0,68.0,145.0,71.0
140,akira-corassani,sam-sicilia,2015-01-24,0,10.0,14,7,0.4527687296416938,0.0,Striking,30.0,68.0,145.0,67.0,sam-sicilia,15,8,0.33508541392904073,0.0,Striking,27.0,68.0,144.0,67.0
141,al-iaquinta,bobby-green,2021-06-11,0,4.0,14,7,0.40544787847040337,0.18604651162790697,Striking,32.0,70.0,155.8,70.0,bobby-green,32,16,0.5304746494066882,0.09523809523809523,Striking,33.0,70.0,168.0,71.0
142,al-iaquinta,dan-hooker,2019-05-10,0,6.0,14,7,0.40544787847040337,0.18604651162790697,Striking,30.0,70.0,155.8,70.0,dan-hooker,24,12,0.4864516129032258,0.09375,Striking,28.0,72.0,155.5,75.0
143,al-iaquinta,diego-sanchez,2017-04-22,1,8.0,14,7,0.40544787847040337,0.18604651162790697,Striking,28.0,70.0,155.8,70.0,diego-sanchez,32,13,0.0,0.0,Grappling,33.0,70.0,170.0,72.5
144,al-iaquinta,donald-cerrone,2019-04-05,0,6.0,14,7,0.40544787847040337,0.18604651162790697,Striking,30.0,70.0,155.8,70.0,donald-cerrone,36,17,0.46584699453551914,0.1834862385321101,Striking,34.0,73.0,170.5,73.0
145,al-iaquinta,joe-lauzon,2015-01-31,1,10.0,14,7,0.40544787847040337,0.18604651162790697,Striking,26.0,70.0,155.8,70.0,joe-lauzon,28,16,0.0,0.0,Striking,29.0,70.0,154.8,71.5
146,al-iaquinta,kevin-lee,2014-01-02,1,11.0,14,7,0.40544787847040337,0.18604651162790697,Striking,25.0,70.0,155.8,70.0,kevin-lee,18,8,0.42255639097744363,0.3018867924528302,Grappling,19.0,70.0,191.0,77.0
147,al-iaquinta,kevin-lee,2018-12-15,1,6.0,14,7,0.40544787847040337,0.18604651162790697,Striking,30.0,70.0,155.8,70.0,kevin-lee,18,8,0.42255639097744363,0.3018867924528302,Grappling,24.0,70.0,191.0,77.0
148,al-iaquinta,khabib-nurmagomedov,2018-07-04,0,7.0,14,7,0.40544787847040337,0.18604651162790697,Striking,29.0,70.0,155.8,70.0,khabib-nurmagomedov,29,0,0.48822714681440443,0.3858267716535433,Striking,27.0,70.0,155.0,70.0
149,al-iaquinta,michael-chiesa,2012-01-06,0,13.0,14,7,0.40544787847040337,0.18604651162790697,Striking,23.0,70.0,155.8,70.0,michael-chiesa,20,7,0.3988165680473373,0.20238095238095238,Grappling,24.0,73.0,170.5,75.5
150,al-iaquinta,mitsuchi-kuraku,2014-05-24,0,11.0,14,7,0.40544787847040337,0.18604651162790697,Striking,25.0,70.0,155.8,70.0,mitsuchi-kuraku,11,5,0.3401639344262295,0.15,Striking,26.0,70.0,155.5,73.0
151,al-iaquinta,piotr-hallmann,2013-10-27,1,12.0,14,7,0.40544787847040337,0.18604651162790697,Striking,24.0,70.0,155.8,70.0,piotr-hallmann,15,4,0.45990180032733224,0.0,Striking,23.0,69.0,155.0,71.0
152,al-iaquinta,ross-pearson,2014-07-11,1,11.0,14,7,0.40544787847040337,0.18604651162790697,Striking,25.0,70.0,155.8,70.0,ross-pearson,22,16,0.0,0.0,Grappling,27.0,68.0,155.3,69.0
153,al-iaquinta,ryan-couture,2013-08-31,1,12.0,14,7,0.40544787847040337,0.18604651162790697,Striking,24.0,70.0,155.8,70.0,ryan-couture,6,3,0.31896551724137934,0.0,Striking,28.0,70.0,156.0,75.0
154,alan-baudot,josh-parisian,2022-06-25,0,3.0,8,3,0.5859649122807018,0.0,Grappling,32.0,75.0,253.0,79.0,josh-parisian,15,8,0.48463687150837986,0.06666666666666667,Striking,31.0,76.0,266.0,79.0
155,alan-baudot,parker-porter,2022-02-19,0,3.0,8,3,0.5859649122807018,0.0,Grappling,32.0,75.0,253.0,79.0,parker-porter,14,9,0.5023041474654378,0.21739130434782608,Striking,35.0,72.0,268.0,75.0
156,alan-baudot,rodrigo-nascimento-ferreira,2021-07-17,0,4.0,8,3,0.5859649122807018,0.0,Grappling,31.0,75.0,253.0,79.0,rodrigo-nascimento-ferreira,11,3,0.47398843930635837,0.125,Grappling,27.0,74.0,264.0,80.0
157,alan-baudot,tom-aspinall,2020-10-10,0,5.0,8,3,0.5859649122807018,0.0,Grappling,30.0,75.0,253.0,79.0,tom-aspinall,15,3,0.6727272727272727,0.5,Striking,26.0,77.0,255.0,78.0
158,alan-belcher,denis-kang,2009-01-17,1,16.0,17,7,0.0,0.0,Grappling,23.0,74.0,185.0,75.0,denis-kang,32,12,0.0,0.0,Grappling,29.0,71.0,185.0,0.0
159,alan-belcher,ed-herman,2008-09-16,1,17.0,17,7,0.0,0.0,Grappling,22.0,74.0,185.0,75.0,ed-herman,27,16,0.484251968503937,0.4507042253521127,Striking,25.0,74.0,206.0,77.0
160,alan-belcher,jason-day,2008-04-19,0,17.0,17,7,0.0,0.0,Grappling,22.0,74.0,185.0,75.0,jason-day,17,7,0.0,0.0,Grappling,25.0,73.0,185.0,0.0
161,alan-belcher,jason-macdonald,2011-09-17,1,14.0,17,7,0.0,0.0,Grappling,25.0,74.0,185.0,75.0,jason-macdonald,26,16,0.0,0.0,Grappling,34.0,75.0,185.0,0.0
162,alan-belcher,jorge-santiago,2006-12-12,1,18.0,17,7,0.0,0.0,Grappling,21.0,74.0,185.0,75.0,jorge-santiago,23,11,0.0,0.0,Grappling,24.0,73.0,170.0,0.0
163,alan-belcher,kalib-starnes,2007-10-20,1,18.0,17,7,0.0,0.0,Grappling,21.0,74.0,185.0,75.0,kalib-starnes,10,4,0.0,0.0,Grappling,30.0,75.0,186.0,0.0
164,alan-belcher,kendall-grove,2007-07-04,1,18.0,17,7,0.0,0.0,Grappling,21.0,74.0,185.0,75.0,kendall-grove,14,9,0.0,0.0,Grappling,22.0,78.0,185.0,0.0
165,alan-belcher,michael-bisping,2013-04-27,0,12.0,17,7,0.0,0.0,Grappling,27.0,74.0,185.0,75.0,michael-bisping,31,9,0.0,0.0,Grappling,32.0,73.0,186.0,75.5
166,alan-belcher,patrick-cote,2010-08-05,1,15.0,17,7,0.0,0.0,Grappling,24.0,74.0,185.0,75.0,patrick-cote,24,11,0.0,0.0,Grappling,28.0,71.0,170.0,71.0
167,alan-belcher,rousimar-palhares,2012-05-05,1,13.0,17,7,0.0,0.0,Grappling,26.0,74.0,185.0,75.0,rousimar-palhares,24,5,0.0,0.0,Grappling,-13.0,171.0,0.0,71.0
168,alan-belcher,sean-salmon,2007-05-27,0,18.0,17,7,0.0,0.0,Grappling,21.0,74.0,185.0,75.0,sean-salmon,9,3,0.0,0.0,Grappling,27.0,70.0,205.0,0.0
169,alan-belcher,wilson-gouveia,2009-11-12,1,16.0,17,7,0.0,0.0,Grappling,23.0,74.0,185.0,75.0,wilson-gouveia,12,7,0.0,0.0,Grappling,28.0,73.0,193.0,0.0
170,alan-belcher,yoshihiro-akiyama,2009-11-07,0,16.0,17,7,0.0,0.0,Grappling,23.0,74.0,185.0,75.0,yoshihiro-akiyama,15,6,0.0,0.0,Grappling,31.0,70.0,170.0,73.5
171,alan-belcher,yushin-okami,2006-08-25,0,19.0,17,7,0.0,0.0,Grappling,20.0,74.0,185.0,75.0,yushin-okami,34,13,0.0,0.0,Grappling,22.0,74.0,170.0,75.0
172,alan-belcher,yushin-okami,2012-12-30,0,12.0,17,7,0.0,0.0,Grappling,27.0,74.0,185.0,75.0,yushin-okami,34,13,0.0,0.0,Grappling,29.0,74.0,170.0,75.0
173,alan-jouban,albert-tumenov,2015-03-10,0,10.0,17,7,0.5030349013657056,0.3333333333333333,Striking,31.0,72.0,170.5,73.5,albert-tumenov,17,4,0.42018072289156627,0.0,Striking,21.0,71.0,169.0,73.0
174,alan-jouban,belal-muhammad,2016-07-07,1,9.0,17,7,0.5030349013657056,0.3333333333333333,Striking,32.0,72.0,170.5,73.5,belal-muhammad,24,3,0.43697183098591547,0.13636363636363635,Striking,27.0,71.0,169.0,72.0
175,alan-jouban,ben-saunders,2018-02-24,1,7.0,17,7,0.5030349013657056,0.3333333333333333,Striking,34.0,72.0,170.5,73.5,ben-saunders,22,13,0.0,0.0,Grappling,33.0,74.0,170.0,77.5
176,alan-jouban,brendan-oreilly,2016-03-19,1,9.0,17,7,0.5030349013657056,0.3333333333333333,Striking,32.0,72.0,170.5,73.5,brendan-oreilly,6,3,0.47368421052631576,0.0,Striking,26.0,69.0,155.0,69.0
177,alan-jouban,dwight-grant,2019-04-13,0,6.0,17,7,0.5030349013657056,0.3333333333333333,Striking,35.0,72.0,170.5,73.5,dwight-grant,11,6,0.3619153674832962,0.25,Striking,32.0,73.0,184.4,76.0
178,alan-jouban,gunnar-nelson,2017-03-18,0,8.0,17,7,0.5030349013657056,0.3333333333333333,Striking,33.0,72.0,170.5,73.5,gunnar-nelson,19,5,0.6114790286975718,0.3125,Grappling,26.0,71.0,170.0,72.0
179,alan-jouban,jared-gooden,2020-11-22,1,5.0,17,7,0.5030349013657056,0.3333333333333333,Striking,36.0,72.0,170.5,73.5,jared-gooden,23,10,0.48787061994609165,0.18181818181818182,Striking,26.0,72.0,172.5,77.0
180,alan-jouban,matt-dwyer,2015-07-15,1,10.0,17,7,0.5030349013657056,0.3333333333333333,Striking,31.0,72.0,170.5,73.5,matt-dwyer,8,4,0.3424124513618677,0.0,Striking,23.0,76.0,169.0,76.0
181,alan-jouban,mike-perry,2016-12-17,1,8.0,17,7,0.5030349013657056,0.3333333333333333,Striking,33.0,72.0,170.5,73.5,mike-perry,14,8,0.4743758212877792,0.18181818181818182,Striking,23.0,70.0,170.0,71.0
182,alan-jouban,niko-price,2017-05-08,0,8.0,17,7,0.5030349013657056,0.3333333333333333,Striking,33.0,72.0,170.5,73.5,niko-price,16,8,0.4295371814872595,0.10810810810810811,Striking,27.0,72.0,185.0,76.0
183,alan-jouban,rich-walsh,2015-02-28,1,10.0,17,7,0.5030349013657056,0.3333333333333333,Striking,31.0,72.0,170.5,73.5,rich-walsh,9,6,0.46771653543307085,0.0,Striking,24.0,72.0,171.0,73.0
184,alan-jouban,seth-baczynski,2014-08-17,1,11.0,17,7,0.5030349013657056,0.3333333333333333,Striking,30.0,72.0,170.5,73.5,seth-baczynski,18,11,0.31568228105906315,0.0,Striking,30.0,75.0,170.0,74.0
185,alan-jouban,warlley-alves,2014-08-11,0,11.0,17,7,0.5030349013657056,0.3333333333333333,Striking,30.0,72.0,170.5,73.5,warlley-alves,15,8,0.48067393458870167,0.3076923076923077,Striking,22.0,71.0,185.0,72.0
186,alan-omer,arnold-allen,2015-06-20,0,10.0,18,5,0.5568862275449101,0.0,Striking,24.0,69.0,146.0,71.0,arnold-allen,20,3,0.41536369816451396,0.34782608695652173,Striking,20.0,68.0,145.0,70.0
187,alan-omer,jim-alers,2014-11-04,0,11.0,18,5,0.5568862275449101,0.0,Striking,23.0,69.0,146.0,71.0,jim-alers,13,3,0.40298507462686567,0.0,Striking,25.0,69.0,145.0,71.0
188,alan-patrick,bobby-green,2020-12-09,0,4.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,35.0,70.0,156.0,74.0,bobby-green,32,16,0.5304746494066882,0.09523809523809523,Striking,33.0,70.0,168.0,71.0
189,alan-patrick,damien-brown,2016-03-19,1,9.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,30.0,70.0,156.0,74.0,damien-brown,17,12,0.38596491228070173,0.2727272727272727,Striking,29.0,70.0,156.0,68.5
190,alan-patrick,garett-whiteley,2013-09-10,1,12.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,27.0,70.0,156.0,74.0,garett-whiteley,8,3,0.4827586206896552,0.0,Striking,30.0,72.0,156.0,72.0
191,alan-patrick,john-makdessi,2014-01-02,1,11.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,28.0,70.0,156.0,74.0,john-makdessi,18,9,0.49814126394052044,0.0,Striking,27.0,68.0,154.5,68.0
192,alan-patrick,mairbek-taisumov,2015-06-20,0,10.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,29.0,70.0,156.0,74.0,mairbek-taisumov,27,6,0.3915966386554622,0.6363636363636364,Grappling,24.0,69.0,156.0,73.0
193,alan-patrick,michael-johnson,2022-05-14,0,3.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,36.0,70.0,156.0,74.0,michael-johnson,24,19,0.0,0.0,Striking,35.0,70.0,156.0,73.5
194,alan-patrick,scott-holtzman,2018-06-10,0,7.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,32.0,70.0,156.0,74.0,scott-holtzman,14,6,0.4784910655195235,0.4864864864864865,Grappling,32.0,69.0,155.5,69.0
195,alan-patrick,stevie-ray,2016-09-24,1,9.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,30.0,70.0,156.0,74.0,stevie-ray,23,9,0.4494494494494494,0.38461538461538464,Striking,24.0,70.0,156.0,70.0
196,alan-patrick,tamia-hasohitsuku,2018-04-02,1,7.0,15,4,0.4074074074074074,0.3188405797101449,Grappling,32.0,70.0,156.0,74.0,tamia-hasohitsuku,14,7,0.48148148148148145,0.0,Striking,31.0,69.0,155.0,70.0
197,albert-cheng,wang-anying,2014-02-28,0,11.0,2,4,0.4166666666666667,0.0,Striking,27.0,71.0,170.0,0.0,wang-anying,2,2,0.26,0.0,Striking,21.0,72.0,170.0,0.0
198,albert-duraev,chidi-njokuani,2023-03-25,1,2.0,16,5,0.40458015267175573,0.041666666666666664,Striking,32.0,71.0,195.0,75.0,chidi-njokuani,24,10,0.6385350318471338,0.0,Striking,33.0,75.0,170.0,80.0
199,albert-duraev,joaquin-buckley,2022-06-18,0,3.0,16,5,0.40458015267175573,0.041666666666666664,Striking,31.0,71.0,195.0,75.0,joaquin-buckley,21,6,0.37258153676064126,0.16666666666666666,Striking,27.0,70.0,171.0,76.0
200,albert-duraev,jun-yong-park,2023-07-15,0,2.0,16,5,0.40458015267175573,0.041666666666666664,Striking,32.0,71.0,195.0,75.0,jun-yong-park,18,6,0.5166944908180301,0.0,Striking,31.0,70.0,192.2,73.0
201,albert-duraev,roman-kopylov,2021-10-30,1,4.0,16,5,0.40458015267175573,0.041666666666666664,Striking,30.0,71.0,195.0,75.0,roman-kopylov,14,3,0.5075075075075075,0.0,Striking,28.0,72.0,185.5,75.0
202,albert-morales,andre-soukhamthath,2017-05-03,1,8.0,7,4,0.3572241183162685,0.21428571428571427,Striking,24.0,69.0,135.0,72.0,andre-soukhamthath,13,8,0.44039735099337746,0.26666666666666666,Striking,26.0,69.0,136.0,70.0
203,albert-morales,benito-lopez,2017-09-12,0,8.0,7,4,0.3572241183162685,0.21428571428571427,Striking,24.0,69.0,135.0,72.0,benito-lopez,10,2,0.45419103313840153,0.0,Striking,21.0,70.0,138.5,73.0
204,albert-morales,brett-johns,2017-07-16,0,8.0,7,4,0.3572241183162685,0.21428571428571427,Striking,24.0,69.0,135.0,72.0,brett-johns,17,2,0.4903100775193798,0.2542372881355932,Striking,23.0,67.0,136.0,71.0
205,albert-morales,manny-bermudez,2018-02-24,0,7.0,7,4,0.3572241183162685,0.21428571428571427,Striking,25.0,69.0,135.0,72.0,manny-bermudez,14,2,0.6142857142857143,0.09090909090909091,Striking,21.0,70.0,148.0,71.5
206,albert-morales,thomas-almeida,2016-11-20,0,9.0,7,4,0.3572241183162685,0.21428571428571427,Striking,23.0,69.0,135.0,72.0,thomas-almeida,22,5,0.435,0.0,Striking,22.0,67.0,136.0,70.0
208,albert-tumenov,anthony-lapsley,2014-10-05,1,11.0,17,4,0.42018072289156627,0.0,Striking,20.0,71.0,169.0,73.0,anthony-lapsley,25,7,0.3448275862068966,0.0,Striking,32.0,69.0,171.0,71.0
209,albert-tumenov,gunnar-nelson,2016-08-05,0,9.0,17,4,0.42018072289156627,0.0,Striking,22.0,71.0,169.0,73.0,gunnar-nelson,19,5,0.6114790286975718,0.3125,Grappling,25.0,71.0,170.0,72.0
210,albert-tumenov,igor-araudzho-1,2014-02-15,0,11.0,17,4,0.42018072289156627,0.0,Striking,20.0,71.0,169.0,73.0,igor-araudzho-1,21,8,0.3868312757201646,0.0,Striking,29.0,74.5,185.5,78.0
211,albert-tumenov,leon-edwards,2016-08-10,0,9.0,17,4,0.42018072289156627,0.0,Striking,22.0,71.0,169.0,73.0,leon-edwards,22,4,0.5392535392535392,0.16901408450704225,Striking,24.0,72.0,170.0,74.0
212,albert-tumenov,lorenz-larkin,2016-02-01,1,9.0,17,4,0.42018072289156627,0.0,Striking,22.0,71.0,169.0,73.0,lorenz-larkin,18,5,0.4601084430673896,0.0,Striking,27.0,71.0,170.8,72.0
213,albert-tumenov,matt-dwyer,2014-04-10,1,11.0,17,4,0.42018072289156627,0.0,Striking,20.0,71.0,169.0,73.0,matt-dwyer,8,4,0.3424124513618677,0.0,Striking,22.0,76.0,169.0,76.0
214,albert-tumenov,nico-musoke,2015-01-24,1,10.0,17,4,0.42018072289156627,0.0,Striking,21.0,71.0,169.0,73.0,nico-musoke,13,5,0.3578811369509044,0.1935483870967742,Striking,27.0,72.0,171.0,75.0
215,alberto-cerro-leon,remco-pardoel,1994-11-03,0,31.0,0,0,0.0,0.0,Grappling,-31.0,0.0,0.0,0.0,remco-pardoel,0,0,0.0,0.0,Grappling,-31.0,0.0,0.0,0.0
216,alberto-crane,kurt-pellegrino,2008-01-22,0,17.0,8,2,0.0,0.0,Grappling,29.0,69.0,155.0,0.0,kurt-pellegrino,21,6,0.0,0.0,Grappling,27.0,68.0,156.0,0.0
217,alberto-mina,mike-pyle,2016-07-07,1,9.0,13,1,0.3898809523809524,0.20833333333333334,Striking,32.0,72.0,171.0,77.5,mike-pyle,27,14,0.0,0.0,Grappling,38.0,72.0,170.0,74.0
218,alberto-mina,ramazan-emeev,2018-12-05,0,7.0,13,1,0.3898809523809524,0.20833333333333334,Striking,34.0,72.0,171.0,77.5,ramazan-emeev,20,6,0.45182724252491696,0.07017543859649122,Striking,29.0,70.0,171.0,76.0
219,alberto-mina,shinsho-anzai,2014-08-23,1,11.0,13,1,0.3898809523809524,0.20833333333333334,Striking,30.0,72.0,171.0,77.5,shinsho-anzai,10,2,0.5824175824175825,0.16,Striking,26.0,67.0,171.0,70.5
220,alberto-mina,yoshihiro-akiyama,2015-11-28,1,10.0,13,1,0.3898809523809524,0.20833333333333334,Striking,31.0,72.0,171.0,77.5,yoshihiro-akiyama,15,6,0.0,0.0,Grappling,37.0,70.0,170.0,73.5
221,alberto-pereira,jake-collier,2016-05-29,0,9.0,9,2,0.5277777777777778,0.5,Striking,29.0,75.0,185.5,77.0,jake-collier,13,10,0.44273240883410375,0.14285714285714285,Striking,25.0,75.0,265.5,78.5
222,alberto-pereira,marvin-vettori,2016-08-20,0,9.0,9,2,0.5277777777777778,0.5,Striking,29.0,75.0,185.5,77.0,marvin-vettori,19,7,0.4565560821484992,0.11290322580645161,Striking,22.0,72.0,185.5,74.0
223,alejandro-perez,andre-soukhamthath,2017-05-08,1,8.0,23,9,0.35639880952380953,0.13636363636363635,Striking,25.0,66.0,144.5,67.0,andre-soukhamthath,13,8,0.44039735099337746,0.26666666666666666,Striking,26.0,69.0,136.0,70.0
224,alejandro-perez,eddie-wineland,2018-07-14,1,7.0,23,9,0.35639880952380953,0.13636363636363635,Striking,26.0,66.0,144.5,67.0,eddie-wineland,24,16,0.0,0.0,Striking,31.0,67.5,135.0,69.0
225,alejandro-perez,ian-entwistle,2016-10-04,1,9.0,23,9,0.35639880952380953,0.13636363636363635,Striking,24.0,66.0,144.5,67.0,ian-entwistle,9,3,0.07692307692307693,0.0,Striking,27.0,66.0,139.0,64.0
226,alejandro-perez,johnny-eduardo,2021-02-10,1,4.0,23,9,0.35639880952380953,0.13636363636363635,Striking,29.0,66.0,144.5,67.0,johnny-eduardo,28,13,0.0,0.0,Striking,40.0,67.0,135.5,71.0
227,alejandro-perez,jonathan-martinez,2022-02-26,0,3.0,23,9,0.35639880952380953,0.13636363636363635,Striking,30.0,66.0,144.5,67.0,jonathan-martinez,19,6,0.4958077138065959,0.07142857142857142,Striking,27.0,68.0,135.8,70.0
228,alejandro-perez,jose-quinonez,2014-11-15,1,11.0,23,9,0.35639880952380953,0.13636363636363635,Striking,22.0,66.0,144.5,67.0,jose-quinonez,9,5,0.45466666666666666,0.3333333333333333,Striking,21.0,68.0,135.0,69.0
229,alejandro-perez,matthew-lopez,2018-04-14,1,7.0,23,9,0.35639880952380953,0.13636363636363635,Striking,26.0,66.0,144.5,67.0,matthew-lopez,10,5,0.5096153846153846,0.44,Striking,29.0,67.0,135.5,69.0
230,alejandro-perez,scott-jorgensen,2015-11-21,0,10.0,23,9,0.35639880952380953,0.13636363636363635,Striking,23.0,66.0,144.5,67.0,scott-jorgensen,15,12,0.0,0.0,Grappling,30.0,65.0,135.5,66.0
231,alejandro-perez,yadong-song,2019-06-07,0,6.0,23,9,0.35639880952380953,0.13636363636363635,Striking,27.0,66.0,144.5,67.0,yadong-song,21,8,0.43529411764705883,0.05,Striking,21.0,68.0,136.0,67.0
232,alejandro-perez,yuri-alcantara,2017-09-12,1,8.0,23,9,0.35639880952380953,0.13636363636363635,Striking,25.0,66.0,144.5,67.0,yuri-alcantara,35,10,0.0,0.0,Grappling,34.0,69.0,136.0,71.0
233,aleksa-camur,nicolae-negumereanu,2021-06-19,0,4.0,6,3,0.5706422018348624,0.1111111111111111,Striking,23.0,73.0,204.5,74.0,nicolae-negumereanu,13,2,0.4117647058823529,0.0,Grappling,24.0,72.5,206.0,78.0
234,aleksa-camur,tanner-boser,2023-05-08,0,2.0,6,3,0.5706422018348624,0.1111111111111111,Striking,25.0,73.0,204.5,74.0,tanner-boser,21,10,0.5270684371807968,0.0,Striking,30.0,74.0,217.0,75.5
235,aleksa-camur,william-knight,2020-09-26,0,5.0,6,3,0.5706422018348624,0.1111111111111111,Striking,22.0,73.0,204.5,74.0,william-knight,11,5,0.5697211155378487,0.25,Striking,30.0,70.0,206.0,73.0
236,aleksandar-rakic,anthony-smith,2020-08-29,1,5.0,14,5,0.5010526315789474,0.14285714285714285,Striking,27.0,76.0,206.0,78.0,anthony-smith,38,21,0.4914772727272727,0.08823529411764706,Striking,31.0,76.0,205.5,76.0
237,aleksandar-rakic,devin-clark,2018-09-12,1,7.0,14,5,0.5010526315789474,0.14285714285714285,Striking,25.0,76.0,206.0,78.0,devin-clark,14,9,0.5419354838709678,0.15294117647058825,Striking,26.0,72.0,221.0,75.0
238,aleksandar-rakic,francimar-barroso,2017-02-09,1,8.0,14,5,0.5010526315789474,0.14285714285714285,Striking,24.0,76.0,206.0,78.0,francimar-barroso,19,7,0.527363184079602,0.0,Striking,35.0,73.0,205.0,75.0
